Name DE;Name;Cardtype;Type;Tera;HP;Evolves from DE;Evolves from;Ability DE;Ability;Ability text DE;Ability text;Attack 1 cost;Attack 1 name DE;Attack 1 name;Attack 1 damage;Effect Attack 1 DE;Effect Attack 1;Attack 2 cost;Attack 2 name DE;Attack 2 name;Attack 2 damage;Effect Attack 2 DE;Effect Attack 2;Weakness;Resistance;Retreat cost;Set;#;Regulation;Set Name;URL DE;URL
Silvanas Vitalität;Gardenia's Vigor;Trainer - Supporter;;;;;;;;Ziehe 2 Karten. Wenn du auf diese Weise mindestens 1 Karte gezogen hast, lege bis zu 2 [G]-Energiekarten aus deiner Hand an 1 Pokémon auf deiner Bank an.;Draw 2 cards. If you drew any cards in this way, attach up to 2 [G] Energy cards from your hand to 1 of your Benched Pokémon.;;;;;;;;;;;;;;;;ASR;184;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_184_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_184_R_EN_LG.png
Lino;Grant;Trainer - Supporter;;;;;;;;Während dieses Zuges fügen die Attacken deiner [F]-Pokémon dem Aktiven Pokémon deines Gegners 30 Schadenspunkte mehr zu (bevor Schwäche und Resistenz verrechnet werden).Wenn dieser Lino während deines Zuges in deinem Ablagestapel ist, kannst du 2 Karten aus deiner Hand, außer Lino, auf deinen Ablagestapel legen. Wenn du das machst, nimm diesen Lino auf deine Hand. (Durch diesen Effekt wird deine Unterstützerkarte für den Zug nicht verbraucht.);During this turn, your [F] Pokémon's attacks do 30 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance).During your turn, if this Grant is in your discard pile, you may discard 2 cards, except any Grant, from your hand. If you do, put this Grant into your hand. (This effect doesn't use up your Supporter card for the turn.);;;;;;;;;;;;;;;;ASR;185;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_185_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_185_R_EN_LG.png
Perla;Irida;Trainer - Supporter;;;;;;;;Durchsuche dein Deck nach 1 [W]-Pokémon und 1 Itemkarte, zeige sie deinem Gegner und nimm sie auf deine Hand. Mische anschließend dein Deck.;Search your deck for a [W] Pokémon and an Item card, reveal them, and put them into your hand. Then, shuffle your deck.;;;;;;;;;;;;;;;;ASR;186;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_186_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_186_R_EN_LG.png
Denboku;Kamado;Trainer - Supporter;;;;;;;;Wähle 1 Karte auf deiner Hand und lege die anderen Karten auf deinen Ablagestapel. Wenn du das machst, ziehe 4 Karten. (Wenn du keine anderen Karten auf deiner Hand hast, kannst du diese Karte nicht verwenden.);Choose a card in your hand, and discard the other cards. If you do, draw 4 cards. (If you have no other cards in your hand, you can't use this card.);;;;;;;;;;;;;;;;ASR;187;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_187_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_187_R_EN_LG.png
Felizia;Roxanne;Trainer - Supporter;;;;;;;;Du kannst diese Karte nur verwenden, wenn dein Gegner 3 oder weniger verbleibende Preiskarten hat.Jeder Spieler mischt seine Handkarten in sein Deck. Anschließend ziehst du 6 Karten und dein Gegner zieht 2 Karten.;You can use this card only if your opponent has 3 or fewer Prize cards remaining.Each player shuffles their hand into their deck. Then, you draw 6 cards, and your opponent draws 2 cards.;;;;;;;;;;;;;;;;ASR;188;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_188_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_188_R_EN_LG.png
Belila;Zisu;Trainer - Supporter;;;;;;;;Ziehe so lange Karten, bis du 1 Karte mehr auf deiner Hand hast als dein Gegner.;Draw cards until you have 1 more card in your hand than your opponent.;;;;;;;;;;;;;;;;ASR;189;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_189_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_189_R_EN_LG.png
Diam;Adaman;Trainer - Supporter;;;;;;;;Du kannst diese Karte nur verwenden, wenn du 2 [M]-Energiekarten aus deiner Hand auf deinen Ablagestapel legst.Durchsuche dein Deck nach bis zu 2 Karten und nimm sie auf deine Hand. Mische anschließend dein Deck.;You can use this card only if you discard 2 [M] Energy cards from your hand.Search your deck for up to 2 cards and put them into your hand. Then, shuffle your deck.;;;;;;;;;;;;;;;;ASR;199;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_199_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_199_R_EN_LG.png
Taiso;Choy;Trainer - Supporter;;;;;;;;Jeder Spieler zeigt seine Handkarten. Ziehe 3 Karten.;Each player reveals their hand. Draw 3 cards.;;;;;;;;;;;;;;;;ASR;200;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_200_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_200_R_EN_LG.png
Zelestis;Cyllene;Trainer - Supporter;;;;;;;;Wirf 2 Münzen. Lege bis zu so viele Karten, wie du Kopf geworfen hast, aus deinem Ablagestapel in beliebiger Reihenfolge auf dein Deck.;Flip 2 coins. Put a number of cards up to the number of heads from your discard pile on top of your deck in any order.;;;;;;;;;;;;;;;;ASR;201;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_201_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_201_R_EN_LG.png
Silvanas Vitalität;Gardenia's Vigor;Trainer - Supporter;;;;;;;;Ziehe 2 Karten. Wenn du auf diese Weise mindestens 1 Karte gezogen hast, lege bis zu 2 [G]-Energiekarten aus deiner Hand an 1 Pokémon auf deiner Bank an.;Draw 2 cards. If you drew any cards in this way, attach up to 2 [G] Energy cards from your hand to 1 of your Benched Pokémon.;;;;;;;;;;;;;;;;ASR;202;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_202_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_202_R_EN_LG.png
Lino;Grant;Trainer - Supporter;;;;;;;;Während dieses Zuges fügen die Attacken deiner [F]-Pokémon dem Aktiven Pokémon deines Gegners 30 Schadenspunkte mehr zu (bevor Schwäche und Resistenz verrechnet werden).Wenn dieser Lino während deines Zuges in deinem Ablagestapel ist, kannst du 2 Karten aus deiner Hand, außer Lino, auf deinen Ablagestapel legen. Wenn du das machst, nimm diesen Lino auf deine Hand. (Durch diesen Effekt wird deine Unterstützerkarte für den Zug nicht verbraucht.);During this turn, your [F] Pokémon's attacks do 30 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance).During your turn, if this Grant is in your discard pile, you may discard 2 cards, except any Grant, from your hand. If you do, put this Grant into your hand. (This effect doesn't use up your Supporter card for the turn.);;;;;;;;;;;;;;;;ASR;203;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_203_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_203_R_EN_LG.png
Perla;Irida;Trainer - Supporter;;;;;;;;Durchsuche dein Deck nach 1 [W]-Pokémon und 1 Itemkarte, zeige sie deinem Gegner und nimm sie auf deine Hand. Mische anschließend dein Deck.;Search your deck for a [W] Pokémon and an Item card, reveal them, and put them into your hand. Then, shuffle your deck.;;;;;;;;;;;;;;;;ASR;204;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_204_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_204_R_EN_LG.png
Denboku;Kamado;Trainer - Supporter;;;;;;;;Wähle 1 Karte auf deiner Hand und lege die anderen Karten auf deinen Ablagestapel. Wenn du das machst, ziehe 4 Karten. (Wenn du keine anderen Karten auf deiner Hand hast, kannst du diese Karte nicht verwenden.);Choose a card in your hand, and discard the other cards. If you do, draw 4 cards. (If you have no other cards in your hand, you can't use this card.);;;;;;;;;;;;;;;;ASR;205;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_205_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_205_R_EN_LG.png
Felizia;Roxanne;Trainer - Supporter;;;;;;;;Du kannst diese Karte nur verwenden, wenn dein Gegner 3 oder weniger verbleibende Preiskarten hat.Jeder Spieler mischt seine Handkarten in sein Deck. Anschließend ziehst du 6 Karten und dein Gegner zieht 2 Karten.;You can use this card only if your opponent has 3 or fewer Prize cards remaining.Each player shuffles their hand into their deck. Then, you draw 6 cards, and your opponent draws 2 cards.;;;;;;;;;;;;;;;;ASR;206;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_206_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_206_R_EN_LG.png
Belila;Zisu;Trainer - Supporter;;;;;;;;Ziehe so lange Karten, bis du 1 Karte mehr auf deiner Hand hast als dein Gegner.;Draw cards until you have 1 more card in your hand than your opponent.;;;;;;;;;;;;;;;;ASR;207;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_207_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_207_R_EN_LG.png
Nio;Allister;Trainer - Supporter;;;;;;;;Ziehe 3 Karten. Wenn du auf diese Weise mindestens 1 Karte gezogen hast, lege bis zu 3 Karten aus deiner Hand auf deinen Ablagestapel. (Du musst mindestens 1 Karte auf deinen Ablagestapel legen.);Draw 3 cards. If you drew any cards in this way, discard up to 3 cards from your hand. (You must discard at least 1 card.);;;;;;;;;;;;;;;;ASR;TG24;D;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_TG24_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_TG24_R_EN_LG.png
Saida;Bea;Trainer - Supporter;;;;;;;;Lege die obersten 5 Karten deines Decks auf deinen Ablagestapel und lege alle Energiekarten, die du auf diese Weise auf deinen Ablagestapel gelegt hast, beliebig an die [F]-Pokémon auf deiner Bank an.;Discard the top 5 cards of your deck, and attach any Energy cards you discarded in this way to your Benched [F] Pokémon in any way you like.;;;;;;;;;;;;;;;;ASR;TG25;D;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_TG25_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_TG25_R_EN_LG.png
Mel;Melony;Trainer - Supporter;;;;;;;;Lege 1 [W]-Energiekarte aus deinem Ablagestapel an 1 deiner Pokémon-V an. Wenn du das machst, ziehe 3 Karten.;Attach a [W] Energy card from your discard pile to 1 of your Pokémon V. If you do, draw 3 cards.;;;;;;;;;;;;;;;;ASR;TG26;E;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_TG26_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_TG26_R_EN_LG.png
Yarro;Milo;Trainer - Supporter;;;;;;;;Lege bis zu 2 Karten aus deiner Hand auf deinen Ablagestapel und ziehe 2 Karten für jede auf diese Weise auf deinen Ablagestapel gelegte Karte.;Discard up to 2 cards from your hand, and draw 2 cards for each card you discarded in this way.;;;;;;;;;;;;;;;;ASR;TG27;D;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_TG27_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_TG27_R_EN_LG.png
Nezz;Piers;Trainer - Supporter;;;;;;;;Durchsuche dein Deck nach 1 Energiekarte und 1 [D]-Pokémon, zeige sie deinem Gegner und nimm sie auf deine Hand. Mische anschließend dein Deck.;Search your deck for an Energy card and a [D] Pokémon, reveal them, and put them into your hand. Then, shuffle your deck.;;;;;;;;;;;;;;;;ASR;TG28;D;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_TG28_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_TG28_R_EN_LG.png
Lolas Vorahnung;Acerola's Premonition;Trainer - Supporter;;;;;;;;Dein Gegner zeigt dir seine Handkarten und du ziehst 1 Karte für jede Trainerkarte, die du dort findest.;Your opponent reveals their hand, and you draw a card for each Trainer card you find there.;;;;;;;;;;;;;;;;BRS;129;E;Strahlende Sterne (BRS);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/BRS/BRS_129_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/BRS/BRS_129_R_EN_LG.png
Barry;Barry;Trainer - Supporter;;;;;;;;Ziehe 3 Karten.;Draw 3 cards.;;;;;;;;;;;;;;;;BRS;130;F;Strahlende Sterne (BRS);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/BRS/BRS_130_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/BRS/BRS_130_R_EN_LG.png
Befehl vom Boss;Boss's Orders;Trainer - Supporter;;;;;;;;Wechsle 1 Pokémon von der Bank deines Gegners in die Aktive Position ein.;Switch 1 of your opponent's Benched Pokémon with their Active Pokémon.;;;;;;;;;;;;;;;;BRS;132;F;Strahlende Sterne (BRS);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/BRS/BRS_132_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/BRS/BRS_132_R_EN_LG.png
Barista;Café Master;Trainer - Supporter;;;;;;;;Wähle bis zu 3 Pokémon auf deiner Bank. Durchsuche für jedes jener Pokémon dein Deck nach 1 Basis-Energiekarte verschiedenen Typs und lege sie an jenes Pokémon an. Mische anschließend dein Deck. Dein Zug endet.;Choose up to 3 of your Benched Pokémon. For each of those Pokémon, search your deck for a different type of basic Energy card and attach it to that Pokémon. Then, shuffle your deck. Your turn ends.;;;;;;;;;;;;;;;;BRS;133;E;Strahlende Sterne (BRS);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/BRS/BRS_133_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/BRS/BRS_133_R_EN_LG.png
Cherens Obhut;Cheren's Care;Trainer - Supporter;;;;;;;;Nimm 1 deiner [C]-Pokémon, auf dem mindestens 1 Schadensmarke liegt, und alle angelegten Karten auf deine Hand.;Put 1 of your [C] Pokémon that has any damage counters on it and all attached cards into your hand.;;;;;;;;;;;;;;;;BRS;134;F;Strahlende Sterne (BRS);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/BRS/BRS_134_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/BRS/BRS_134_R_EN_LG.png
Cynthias Ehrgeiz;Cynthia's Ambition;Trainer - Supporter;;;;;;;;Ziehe so lange Karten, bis du 5 Karten auf deiner Hand hast. Wenn mindestens 1 deiner Pokémon während des letzten Zuges deines Gegners kampfunfähig wurde, ziehe stattdessen so lange Karten, bis du 8 Karten auf deiner Hand hast.;Draw cards until you have 5 cards in your hand. If any of your Pokémon were Knocked Out during your opponent's last turn, draw cards until you have 8 cards in your hand instead.;;;;;;;;;;;;;;;;BRS;138;F;Strahlende Sterne (BRS);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/BRS/BRS_138_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/BRS/BRS_138_R_EN_LG.png
Freunde aus Galar;Friends in Galar;Trainer - Supporter;;;;;;;;Ziehe 3 Karten.;Draw 3 cards.;;;;;;;;;;;;;;;;BRS;140;E;Strahlende Sterne (BRS);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/BRS/BRS_140_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/BRS/BRS_140_R_EN_LG.png
Gloria;Gloria;Trainer - Supporter;;;;;;;;Durchsuche dein Deck nach bis zu 3 Basis-Pokémon, die kein Regelfeld haben, und lege sie auf deine Bank. Mische anschließend dein Deck. (Pokémon-V, Pokémon-GX, usw. haben Regelfelder.);Search your deck for up to 3 Basic Pokémon that don't have a Rule Box and put them onto your Bench. Then, shuffle your deck. (Pokémon V, Pokémon-GX, etc. have Rule Boxes.);;;;;;;;;;;;;;;;BRS;141;E;Strahlende Sterne (BRS);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/BRS/BRS_141_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/BRS/BRS_141_R_EN_LG.png
Hitzkopf;Kindler;Trainer - Supporter;;;;;;;;Du kannst diese Karte nur verwenden, wenn du 1 [R]-Energiekarte aus deiner Hand auf deinen Ablagestapel legst.Schau dir die obersten 7 Karten deines Decks an und nimm bis zu 2 von ihnen auf deine Hand. Mische die anderen Karten zurück in dein Deck.;You can use this card only if you discard a [R] Energy card from your hand.Look at the top 7 cards of your deck and put up to 2 of them into your hand. Shuffle the other cards back into your deck.;;;;;;;;;;;;;;;;BRS;143;F;Strahlende Sterne (BRS);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/BRS/BRS_143_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/BRS/BRS_143_R_EN_LG.png
Marys Stolz;Marnie's Pride;Trainer - Supporter;;;;;;;;Lege 1 Basis-Energiekarte aus deinem Ablagestapel an 1 Pokémon auf deiner Bank an.;Attach a basic Energy card from your discard pile to 1 of your Benched Pokémon.;;;;;;;;;;;;;;;;BRS;145;F;Strahlende Sterne (BRS);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/BRS/BRS_145_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/BRS/BRS_145_R_EN_LG.png
Forschung des Professors;Professor's Research;Trainer - Supporter;;;;;;;;Lege deine Handkarten auf deinen Ablagestapel und ziehe 7 Karten.;Discard your hand and draw 7 cards.;;;;;;;;;;;;;;;;BRS;147;F;Strahlende Sterne (BRS);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/BRS/BRS_147_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/BRS/BRS_147_R_EN_LG.png
Roxanas Backup;Roseanne's Backup;Trainer - Supporter;;;;;;;;Wähle 1 oder mehr:Mische 1 Pokémon aus deinem Ablagestapel in dein Deck.Mische 1 Pokémon-Ausrüstung aus deinem Ablagestapel in dein Deck.Mische 1 Stadionkarte aus deinem Ablagestapel in dein Deck.Mische 1 Energiekarte aus deinem Ablagestapel in dein Deck.;Choose 1 or more:• Shuffle a Pokémon from your discard pile into your deck.• Shuffle a Pokémon Tool card from your discard pile into your deck.• Shuffle a Stadium card from your discard pile into your deck.• Shuffle an Energy card from your discard pile into your deck.;;;;;;;;;;;;;;;;BRS;148;F;Strahlende Sterne (BRS);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/BRS/BRS_148_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/BRS/BRS_148_R_EN_LG.png
Jubel von Team Yell;Team Yell's Cheer;Trainer - Supporter;;;;;;;;Mische eine beliebige Kombination aus bis zu 3 Pokémon und Unterstützerkarten, außer Jubel von Team Yell, aus deinem Ablagestapel in dein Deck.;Shuffle up to 3 in any combination of Pokémon and Supporter cards, except for Team Yell's Cheer, from your discard pile into your deck.;;;;;;;;;;;;;;;;BRS;149;F;Strahlende Sterne (BRS);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/BRS/BRS_149_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/BRS/BRS_149_R_EN_LG.png
Barry;Barry;Trainer - Supporter;;;;;;;;Ziehe 3 Karten.;Draw 3 cards.;;;;;;;;;;;;;;;;BRS;167;F;Strahlende Sterne (BRS);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/BRS/BRS_167_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/BRS/BRS_167_R_EN_LG.png
Cherens Obhut;Cheren's Care;Trainer - Supporter;;;;;;;;Nimm 1 deiner [C]-Pokémon, auf dem mindestens 1 Schadensmarke liegt, und alle angelegten Karten auf deine Hand.;Put 1 of your [C] Pokémon that has any damage counters on it and all attached cards into your hand.;;;;;;;;;;;;;;;;BRS;168;F;Strahlende Sterne (BRS);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/BRS/BRS_168_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/BRS/BRS_168_R_EN_LG.png
Cynthias Ehrgeiz;Cynthia's Ambition;Trainer - Supporter;;;;;;;;Ziehe so lange Karten, bis du 5 Karten auf deiner Hand hast. Wenn mindestens 1 deiner Pokémon während des letzten Zuges deines Gegners kampfunfähig wurde, ziehe stattdessen so lange Karten, bis du 8 Karten auf deiner Hand hast.;Draw cards until you have 5 cards in your hand. If any of your Pokémon were Knocked Out during your opponent's last turn, draw cards until you have 8 cards in your hand instead.;;;;;;;;;;;;;;;;BRS;169;F;Strahlende Sterne (BRS);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/BRS/BRS_169_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/BRS/BRS_169_R_EN_LG.png
