Name DE;Name;Cardtype;Type;HP;Evolves from;Ability;Ability text;Attack 1 cost;Attack 1 name;Attack 1 name EN;Attack 1 damage;Effect 1;Attack 2 cost;Attack 2 name;Attack 2 name EN;Attack 2 damage;Effect 2;Weakness;Resistance;Retreat cost;Set;#;Regulation;Set Name;URL
Halupenjo;Scovillain;Phase 1 - Entwickelt sich aus Chilingel;Pflanze;110;;;;C;Heißer Biss ;Hot Bite;20;Das Aktive Pokemon deines Gegners ist jetzt verbrannt.;GCC;Superscharfer Atem ;Super Spicy Breath;90+;Wenn an dieses Pokemon mindestens 1 [R]-Energie angelegt ist, fügt diese Attacke 90 Schadenspunkte mehr zu.;Feuer;;1;SVI;29;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_029_R_DE_LG.png
Fukano;Growlithe;Basis;Feuer;70;;;;R;Unermüdliche Flammen ;Relentless Flames;30*;Wirf so lange 1 Münze, bis sie Zahl zeigt. Diese Attacke fügt 30 Schadenspunkte pro Kopf zu.;;;;;;Wasser;;2;SVI;30;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_030_R_DE_LG.png
Fukano;Growlithe;Basis;Feuer;90;;;;C;Anheizen;Stoke;;Durchsuche dein Deck nach bis zu 2 Basis-[R]-Energiekarten und lege sie an dieses Pokemon an. Mische anschließend dein Deck.;RRR;Feuerkrallen ;Fire Claws;70;;Wasser;;3;SVI;31;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_031_R_DE_LG.png
Arkani-ex;Arcanine ex;Phase 1 - Entwickelt sich aus Fukano;Feuer;280;;Terakristall;Solange sich dieses Pokemon auf deiner Bank befindet, verhindere allen Schaden, der diesem Pokemon durch Attacken (deine und die deines Gegners) zugefügt wird.;RR;Wutklauen ;Raging Claws;30+;Diese Attacke fügt für jede Schadensmarke auf diesem Pokemon 10 Schadenspunkte mehr zu.;RRR;Helle Flamme ;Bright Flame;250;Lege 2 [R]-Energien von diesem Pokemon auf deinen Ablagestapel.;Wasser;;3;SVI;32;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_032_R_DE_LG.png
Hunduster;Houndour;Basis;Feuer;70;;;;C;Biss ;Bite;10;;RC;Flackern ;Flare;30;;Wasser;;1;SVI;33;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_033_R_DE_LG.png
Hundemon;Houndoom;Phase 1 - Entwickelt sich aus Hunduster;Feuer;120;;;;C;Scharfe Fänge ;Sharp Fang;30;;RRC;Feuersturm ;Fire Blast;150;Lege 1 Energie von diesem Pokemon auf deinen Ablagestapel.;Wasser;;2;SVI;34;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_034_R_DE_LG.png
Qurtel;Torkoal;Basis;Feuer;130;;;;CC;Zertrampeln ;Stampede;30;;RCC;Geballtes Feuer ;Concentrated Fire;80*;Wirf 1 Münze für jede an dieses Pokemon angelegte [R]-Energie. Diese Attacke fügt 80 Schadenspunkte pro Kopf zu.;Wasser;;3;SVI;35;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_035_R_DE_LG.png
Krokel;Fuecoco;Basis;Feuer;80;;;;C;Nagen ;Gnaw;10;;RRC;Glühen ;Combustion;50;;Wasser;;2;SVI;36;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_036_R_DE_LG.png
Lokroko;Crocalor;Phase 1 - Entwickelt sich aus Krokel;Feuer;100;;;;RC;Biss ;Bite;50;;RRC;Rolltackle ;Rolling Tackle;100;;Wasser;;3;SVI;37;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_037_R_DE_LG.png
Skelokrok;Skeledirge;Phase 2 - Entwickelt sich aus Lokroko;Feuer;180;;;;R;Feuriger Gesang ;Passionate Singing;50;Lege bis zu 2 Basis-Energiekarten aus deinem Ablagestapel beliebig an deine Pokemon an.;RRC;Lodernder Schrei ;Blazing Shout;190;Dieses Pokemon fügt auch sich selbst 30 Schadenspunkte zu.;Wasser;;3;SVI;38;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_038_R_DE_LG.png
Knarbon;Charcadet;Basis;Feuer;60;;;;R;Glut ;Ember;30;Lege 1 Energie von diesem Pokemon auf deinen Ablagestapel.;;;;;;Wasser;;1;SVI;39;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_039_R_DE_LG.png
Knarbon;Charcadet;Basis;Feuer;70;;;;RRC;Hitzestoß ;Heat Blast;60;;;;;;;Wasser;;1;SVI;40;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_040_R_DE_LG.png
Crimanzo;Armarouge;Phase 1 - Entwickelt sich aus Knarbon;Feuer;130;;Abfeuern;Beliebig oft während deines Zuges kannst du 1 [R]-Energie von 1 Pokemon auf deiner Bank auf dein Aktives Pokemon verschieben.;RRC;Flammenkanone ;Flame Cannon;90;Das Aktive Pokemon deines Gegners ist jetzt verbrannt.;;;;;;Wasser;;2;SVI;41;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_041_R_DE_LG.png
Flegmon;Slowpoke;Basis;Wasser;70;;;;C;Erholung;Rest;;Dieses Pokemon schläft jetzt. Heile 30 Schadenspunkte bei diesem Pokemon.;WC;Kopfnuss ;Headbutt;20;;Elektro;;2;SVI;42;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_042_R_DE_LG.png
Lahmus;Slowbro;Phase 1 - Entwickelt sich aus Flegmon;Wasser;100;;Seltsames Verhalten;Beliebig oft während deines Zuges kannst du 1 Schadensmarke von 1 deiner anderen Pokemon auf dieses Pokemon verschieben.;WC;Blasengully ;Bubble Drain;60;Heile 30 Schadenspunkte bei diesem Pokemon.;;;;;;Elektro;;3;SVI;43;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_043_R_DE_LG.png
Karpador;Magikarp;Basis;Wasser;30;;;;W;Springen;Jump;;Wirf 1 Münze. Bei Kopf fügt diese Attacke 1 Pokemon deines Gegners 10 Schadenspunkte zu. (Wende Schwäche und Resistenz bei Pokemon auf der Bank nicht an.);;;;;;Elektro;;1;SVI;44;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_044_R_DE_LG.png
Garados-ex;Gyarados ex;Phase 1 - Entwickelt sich aus Karpador;Wasser;300;;Terakristall;Solange sich dieses Pokemon auf deiner Bank befindet, verhindere allen Schaden, der diesem Pokemon durch Attacken (deine und die deines Gegners) zugefügt wird.;WWW;Kaskade ;Waterfall;100;;WWWCC;Tyrannischer Schweif ;Tyrannical Tail;180+;Wenn auf dem Aktiven Pokemon deines Gegners mindestens 1 Schadensmarke liegt, fügt diese Attacke 180 Schadenspunkte mehr zu.;Elektro;;4;SVI;45;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_045_R_DE_LG.png
Bamelin;Buizel;Basis;Wasser;70;;;;W;Regenplatscher ;Rain Splash;10;;CC;Rasierflosse ;Razor Fin;20;;Elektro;;1;SVI;46;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_046_R_DE_LG.png
Bojelin;Floatzel;Phase 1 - Entwickelt sich aus Bamelin;Wasser;120;;;;CC;Hydropumpe ;Hydro Pump;50+;Diese Attacke fügt für jede an dieses Pokemon angelegte [W]-Energie 20 Schadenspunkte mehr zu.;;;;;;Elektro;;1;SVI;47;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_047_R_DE_LG.png
Mamolida;Alomomola;Basis;Wasser;120;;;;WC;Surfer ;Surf;30;;WWC;Aquaschlag ;Aqua Slash;120;Während deines nächsten Zuges kann dieses Pokemon nicht angreifen.;Elektro;;2;SVI;48;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_048_R_DE_LG.png
Scampisto;Clauncher;Basis;Wasser;70;;;;W;Klammer ;Vise Grip;10;;;;;;;Elektro;;1;SVI;49;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_049_R_DE_LG.png
Wummer;Clawitzer;Phase 1 - Entwickelt sich aus Scampisto;Wasser;120;;;;WC;Aquaknarre ;Water Gun;50;;WWC;Wasserkanone ;Aqua Cannon;160;Während deines nächsten Zuges kann dieses Pokemon nicht angreifen.;Elektro;;2;SVI;50;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_050_R_DE_LG.png
Knirfish;Bruxish;Basis;Wasser;100;;;;W;Farbaufladung;Vivid Charge;;Durchsuche dein Deck nach bis zu 3 Basis-Energiekarten, zeige sie deinem Gegner und nimm sie auf deine Hand. Mische anschließend dein Deck.;WC;Wellenplatscher ;Wave Splash;60;;Elektro;;1;SVI;51;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_051_R_DE_LG.png
Kwaks;Quaxly;Basis;Wasser;70;;;;C;Klaps ;Pound;10;;WC;Tritt ;Kick;20;;Elektro;;1;SVI;52;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_052_R_DE_LG.png
Fuentente;Quaxwell;Phase 1 - Entwickelt sich aus Kwaks;Wasser;100;;;;W;Regenplatscher ;Rain Splash;20;;WCC;Drehtritt ;Spiral Kick;70;;Elektro;;1;SVI;53;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_053_R_DE_LG.png
Bailonda;Quaquaval;Phase 2 - Entwickelt sich aus Fuentente;Wasser;170;;Karneval der Energie;Einmal während deines Zuges kannst du 1 Basis-Energiekarte aus deiner Hand an 1 deiner Pokemon anlegen.;WCC;Hydrokick ;Hydro Kick;140;;;;;;;Elektro;;2;SVI;54;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_054_R_DE_LG.png
Schligda;Wiglett;Basis;Wasser;50;;;;W;Drehstoß ;Twisting Strike;10;Wirf 1 Münze. Verhindere bei Kopf während des nächsten Zuges deines Gegners allen Schaden durch und alle Effekte von Attacken, die diesem Pokemon zugefügt werden.;;;;;;Elektro;;1;SVI;55;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_055_R_DE_LG.png
Schligda;Wiglett;Basis;Wasser;60;;;;C;Kleiner Schaufler;Dig a Little;;Wirf 1 Münze. Lege bei Kopf die oberste Karte vom Deck deines Gegners auf seinen Ablagestapel.;CC;Ramme ;Ram;20;;Elektro;;1;SVI;56;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_056_R_DE_LG.png
Schligdri;Wugtrio;Phase 1 - Entwickelt sich aus Schligda;Wasser;90;;;;W;Kopfnuss ;Headbutt;30;;CCC;Tiefseetunnel;Undersea Tunnel;;Wirf 3 Münzen. Lege pro Kopf die obersten 3 Karten vom Deck deines Gegners auf seinen Ablagestapel.;Elektro;;2;SVI;57;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_057_R_DE_LG.png
Flaniwal;Cetoddle;Basis;Wasser;80;;;;CC;Tackle ;Tackle;30;;;;;;;Metall;;2;SVI;58;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_058_R_DE_LG.png
Flaniwal;Cetoddle;Basis;Wasser;100;;;;W;Eiszapfen ;Icicle;10;;WCC;Schneidige Flosse ;Sharp Fin;60;;Metall;;3;SVI;59;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_059_R_DE_LG.png
Kolowal;Cetitan;Phase 1 - Entwickelt sich aus Flaniwal;Wasser;180;;;;CC;Einhämmern ;Hammer In;50;;;;;;Diese Attacke fügt für jede Schadensmarke auf diesem Pokemon 20 Schadenspunkte weniger zu.;Metall;;3;SVI;60;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_060_R_DE_LG.png
Heerashai;Dondozo;Basis;Wasser;160;;;;CC;Wut ablassen ;Release Rage;50*;Diese Attacke fügt für jedes Nigiragi in deinem Ablagestapel 50 Schadenspunkte zu.;WWCC;Heftiger Platscher ;Heavy Splash;120;;Elektro;;4;SVI;61;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_061_R_DE_LG.png
Nigiragi;Tatsugiri;Basis;Wasser;70;;;;W;Mise en Place;Mise en Place;;Durchsuche dein Deck nach bis zu 2 Basis-[W]-Energiekarten und lege sie an 1 deiner Basis-Pokemon an. Mische anschließend dein Deck.;W;Aufrollen ;Curl Up;30;Nimm dieses Pokemon und alle angelegten Karten auf deine Hand.;Elektro;;1;SVI;62;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_062_R_DE_LG.png
Magnetilo;Magnemite;Basis;Elektro;60;;;;C;Magnettausch;Magnetic Switch;;Tausche dieses Pokemon gegen 1 Pokemon auf deiner Bank aus.;L;Elektroball ;Electro Ball;10;;Kampf;;1;SVI;63;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_063_R_DE_LG.png
Magneton;Magneton;Phase 1 - Entwickelt sich aus Magnetilo;Elektro;90;;;;L;Kugelblitz ;Lightning Ball;20;;LL;Explosion ;Explosion;90;Dieses Pokemon fügt auch sich selbst 90 Schadenspunkte zu.;Kampf;;2;SVI;64;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_064_R_DE_LG.png
Magnezone-ex;Magnezone ex;Phase 2 - Entwickelt sich aus Magneton;Elektro;330;;;;L;Zermalmende Energie ;Energy Crush;50*;Diese Attacke fügt für jede an alle Pokemon deines Gegners angelegte Energie 50 Schadenspunkte zu.;LL;Pulswerfer ;Pulse Launcher;220;Dieses Pokemon fügt auch sich selbst 30 Schadenspunkte zu.;Kampf;;3;SVI;65;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_065_R_DE_LG.png
Voltilamm;Mareep;Basis;Elektro;60;;;;L;Statischer Schock ;Static Shock;10;;LCC;Elektroball ;Electro Ball;40;;Kampf;;1;SVI;66;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_066_R_DE_LG.png
Waaty;Flaaffy;Phase 1 - Entwickelt sich aus Voltilamm;Elektro;90;;;;L;Donnerschock ;Thunder Shock;20;Wirf 1 Münze. Bei Kopf ist das Aktive Pokemon deines Gegners jetzt paralysiert.;LCC;Elektroball ;Electro Ball;60;;Kampf;;2;SVI;67;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_067_R_DE_LG.png
Pachirisu;Pachirisu;Basis;Elektro;70;;Elektrische Backentaschen;Dieses Pokemon kann nicht paralysiert werden.;LC;Vereinter Ladungsstoß ;Everyone Discharge;10+;Diese Attacke fügt für jedes [L]-Pokemon auf deiner Bank 20 Schadenspunkte mehr zu. Der Schaden dieser Attacke wird durch Schwäche nicht verändert.;;;;;;Kampf;;1;SVI;68;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_068_R_DE_LG.png
Rotom;Rotom;Basis;Elektro;60;;;;C;Linearer Angriff;Linear Attack;;Diese Attacke fügt 1 Pokemon deines Gegners 20 Schadenspunkte zu. (Wende Schwäche und Resistenz bei Pokemon auf der Bank nicht an.);;;;;;Kampf;;1;SVI;69;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_069_R_DE_LG.png
Rotom;Rotom;Basis;Elektro;80;;;;C;Müllsammler;Junk Hunt;;Nimm 1 Itemkarte aus deinem Ablagestapel auf deine Hand.;L;Donnerschock ;Thunder Shock;20;Wirf 1 Münze. Bei Kopf ist das Aktive Pokemon deines Gegners jetzt paralysiert.;Kampf;;1;SVI;70;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_070_R_DE_LG.png
Toxel;Toxel;Basis;Elektro;70;;;;CC;Nagen ;Gnaw;20;;;;;;;Kampf;;2;SVI;71;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_071_R_DE_LG.png
Riffex;Toxtricity;Phase 1 - Entwickelt sich aus Toxel;Elektro;130;;;;CC;Entreißen;Yank Away;;Wähle 2 zufällige Karten aus der Hand deines Gegners. Dein Gegner zeigt dir jene Karten und mischt sie in sein Deck.;LCC;Donner ;Thunder;120;Dieses Pokemon fügt auch sich selbst 20 Schadenspunkte zu.;Kampf;;2;SVI;72;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_072_R_DE_LG.png
Pamo;Pawmi;Basis;Elektro;50;;;;L;Durchrütteln;Jolt;;Wirf 1 Münze. Bei Kopf ist das Aktive Pokemon deines Gegners jetzt paralysiert.;;;;;;Kampf;;1;SVI;73;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_073_R_DE_LG.png
Pamo;Pawmi;Basis;Elektro;60;;;;C;Leichter Hieb ;Light Punch;10;;LC;Stromtritt ;Zap Kick;20;;Kampf;;1;SVI;74;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_074_R_DE_LG.png
Pamamo;Pawmo;Phase 1 - Entwickelt sich aus Pamo;Elektro;90;;;;L;Donnerschock ;Thunder Shock;30;Wirf 1 Münze. Bei Kopf ist das Aktive Pokemon deines Gegners jetzt paralysiert.;LLC;Kopf-Blitz ;Head Bolt;70;;Kampf;;1;SVI;75;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_075_R_DE_LG.png
Pamomamo;Pawmot;Phase 2 - Entwickelt sich aus Pamamo;Elektro;130;;Elektrogenese;Einmal während deines Zuges kannst du dein Deck nach 1 Basis-[L]-Energiekarte durchsuchen und sie an dieses Pokemon anlegen. Mische anschließend dein Deck.;LLC;Elektropfoten ;Electro Paws;230;Lege alle Energien von diesem Pokemon auf deinen Ablagestapel.;;;;;;Kampf;;0;SVI;76;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_076_R_DE_LG.png
Voltrel;Wattrel;Basis;Elektro;50;;;;C;Sammeln;Collect;;Ziehe 1 Karte.;LC;Gleiten ;Glide;20;;Elektro;Kampf;1;SVI;77;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_077_R_DE_LG.png
Voltrel;Wattrel;Basis;Elektro;60;;;;L;Statischer Schock ;Static Shock;20;;;;;;;Elektro;Kampf;1;SVI;78;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_078_R_DE_LG.png
Voltrean;Kilowattrel;Phase 1 - Entwickelt sich aus Voltrel;Elektro;120;;;;CC;Geübter Sturzflug;Skill Dive;;Diese Attacke fügt 1 Pokemon deines Gegners 50 Schadenspunkte zu. (Wende Schwäche und Resistenz bei Pokemon auf der Bank nicht an.);LCC;Donnerkeil ;Thunder Blast;140;Lege 1 [L]-Energie von diesem Pokemon auf deinen Ablagestapel.;Elektro;Kampf;1;SVI;79;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_079_R_DE_LG.png
Miraidon;Miraidon;Basis;Elektro;120;;;;CC;Scharfe Fänge ;Sharp Fang;30;;LLC;Blitzlaser ;Lightning Laser;90;Diese Attacke fügt auch 1 Pokemon auf der Bank deines Gegners 30 Schadenspunkte zu. (Wende Schwäche und Resistenz bei Pokemon auf der Bank nicht an.);Kampf;;1;SVI;80;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_080_R_DE_LG.png
Miraidon-ex;Miraidon ex;Basis;Elektro;220;;Tandem-Aggregat;Einmal während deines Zuges kannst du dein Deck nach bis zu 2 Basis-[L]-Pokemon durchsuchen und sie auf deine Bank legen. Mische anschließend dein Deck.;LLC;Photonenblaster ;Photon Blaster;220;Während deines nächsten Zuges kann dieses Pokemon nicht angreifen.;;;;;;Kampf;;1;SVI;81;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_081_R_DE_LG.png
Traumato;Drowzee;Basis;Psycho;70;;;;P;Ungewollter Schlummer;Forced Sleep;;Dein Gegner wählt 1 Pokemon auf seiner Bank und tauscht es gegen sein Aktives Pokemon aus. Das neue Aktive Pokemon schläft jetzt.;PCC;Sanfter Hieb ;Gentle Slap;30;;Finsternis;Kampf;1;SVI;82;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_082_R_DE_LG.png
Hypno;Hypno;Phase 1 - Entwickelt sich aus Traumato;Psycho;110;;;;P;Pendeleinfluss;Pendulum Influence;;Wirf 1 Münze. Wähle bei Kopf 1 Attacke von 1 Pokemon deines Gegners im Spiel und setze sie als diese Attacke ein.;PCC;Psychosphäre ;Psychic Sphere;100;;Finsternis;Kampf;2;SVI;83;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_083_R_DE_LG.png
Trasla;Ralts;Basis;Psycho;70;;;;PC;Psychoschuss ;Psyshot;30;;;;;;;Finsternis;Kampf;1;SVI;84;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_084_R_DE_LG.png
Kirlia;Kirlia;Phase 1 - Entwickelt sich aus Trasla;Psycho;90;;;;PC;Magischer Schuss ;Magical Shot;30;;PPC;Psychokinese ;Psychic;60+;Diese Attacke fügt für jede an das Aktive Pokemon deines Gegners angelegte Energie 20 Schadenspunkte mehr zu.;Finsternis;Kampf;1;SVI;85;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_085_R_DE_LG.png
Guardevoir-ex;Gardevoir ex;Phase 2 - Entwickelt sich aus Kirlia;Psycho;310;;Psycho-Umarmung;Beliebig oft während deines Zuges kannst du 1 Basis-[P]-Energiekarte aus deinem Ablagestapel an 1 deiner [P]-Pokemon anlegen. Wenn du auf diese Weise Energie an ein Pokemon angelegt hast, lege 2 Schadensmarken auf jenes Pokemon. Du kannst diese Fähigkeit nicht bei einem Pokemon einsetzen, das kampfunfähig würde.;PPC;Wunderkraft ;Miracle Force;190;Dieses Pokemon erholt sich von allen Speziellen Zuständen.;;;;;;Finsternis;Kampf;2;SVI;86;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_086_R_DE_LG.png
Shuppet;Shuppet;Basis;Psycho;60;;;;P;Einhüllender Schatten ;Enveloping Shadow;10;Wirf 1 Münze. Bei Kopf kann dein Gegner während seines nächsten Zuges keine Itemkarten aus seiner Hand spielen.;;;;;;Finsternis;Kampf;1;SVI;87;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_087_R_DE_LG.png
Banette-ex;Banette ex;Phase 1 - Entwickelt sich aus Shuppet;Psycho;250;;;;P;Ewige Finsternis ;Everlasting Darkness;30;Dein Gegner kann während seines nächsten Zuges keine Itemkarten aus seiner Hand spielen.;PC;Poltergeist ;Poltergeist;60*;Dein Gegner zeigt dir seine Handkarten. Diese Attacke fügt für jede Trainerkarte, die du dort findest, 60 Schadenspunkte zu.;Finsternis;Kampf;2;SVI;88;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_088_R_DE_LG.png
Driftlon;Drifloon;Basis;Psycho;70;;;;CC;Windstoß ;Gust;10;;PP;Ballonexplosion ;Balloon Blast;30*;Diese Attacke fügt für jede Schadensmarke auf diesem Pokemon 30 Schadenspunkte zu.;Finsternis;Kampf;1;SVI;89;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_089_R_DE_LG.png
Drifzepeli;Drifblim;Phase 1 - Entwickelt sich aus Driftlon;Psycho;110;;;;CC;Windstoß ;Gust;30;;PPP;Ausbreitender Fluch;Curse Spreading;;Lege 8 Schadensmarken beliebig auf die Pokemon deines Gegners.;Finsternis;Kampf;1;SVI;90;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_090_R_DE_LG.png
Flabebe;Flabebe;Basis;Psycho;40;;;;P;Pollenschuss ;Pollen Shot;20;;;;;;;Metall;;1;SVI;91;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_091_R_DE_LG.png
Floette;Floette;Phase 1 - Entwickelt sich aus Flabebe;Psycho;70;;;;PC;Zauberblatt ;Magical Leaf;30+;Wirf 1 Münze. Bei Kopf fügt diese Attacke 30 Schadenspunkte mehr zu, und du heilst 30 Schadenspunkte bei diesem Pokemon.;;;;;;Metall;;1;SVI;92;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_092_R_DE_LG.png
Florges;Florges;Phase 2 - Entwickelt sich aus Floette;Psycho;140;;Florierender Garten;Deine Pokemon im Spiel haben keine Schwächen.;PCC;Mondgewalt ;Moonblast;120;Während des nächsten Zuges deines Gegners fügen die Attacken des Verteidigenden Pokemon 30 Schadenspunkte weniger zu (bevor Schwäche und Resistenz verrechnet werden).;;;;;;Metall;;2;SVI;93;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_093_R_DE_LG.png
Dedenne;Dedenne;Basis;Psycho;70;;;;P;Energiemampfer ;Energy Munch;30;Wirf 1 Münze. Lege bei Kopf 1 Energie vom Aktiven Pokemon deines Gegners auf seinen Ablagestapel.;;;;;;Metall;;1;SVI;94;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_094_R_DE_LG.png
