Name;Cardtype;Type;HP;Evolves from;Ability;Ability text;Attack 1 cost;Attack 1 name;Attack 1 damage;Effect 1;Attack 2 cost;Attack 2 name;Attack 2 damage;Effect 2;Weakness;Resistance;Retreat cost;Set;#;Regulation;Set Name;URL
Kingdra ex;Stage 2;Water;310;Seadra;;;;;;Put up to 3 [W] Pokémon from your discard pile onto your Bench.;CC;Hydro Pump ;50+;This attack does 50 more damage for each [W] Energy attached to this Pokémon.;Lightning;;1;SVP;131;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_131_R_EN_LG.png
Greninja ex;Stage 2;Water;300;Frogadier;;;C;Stealthy Shuriken;;This attack does 40 damage to 1 of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.);WW;Torrential Slash ;120+;If your opponent's Active Pokémon already has any damage counters on it, this attack does 120 more damage.;Lightning;;1;SVP;132;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_132_R_EN_LG.png
Ledian;Stage 1;Grass;90;Ledyba;Glittering Star Pattern;When you play this Pokémon from your hand to evolve 1 of your Pokémon during your turn, you may switch in 1 of your opponent's Benched Pokémon that has 90 HP or less remaining to the Active Spot.;CC;Swift ;70;This attack's damage isn't affected by Weakness or Resistance, or by any effects on your opponent's Active Pokémon.;;;;;Fire;;0;SVP;133;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_133_R_EN_LG.png
Crabominable;Stage 1;Water;160;Crabrawler;Food Prep;Attacks used by this Pokémon cost [C] less for each Kofu card in your discard pile.;WCCCC;Haymaker ;250;During your next turn, this Pokémon can't use Haymaker.;;;;;Metal;;3;SVP;134;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_134_R_EN_LG.png
Drifblim;Stage 1;Psychic;130;Drifloon;;;P;Everyone Explode Now ;50×;This attack does 50 damage for each of your Drifloon and Drifblim in play. This attack also does 30 damage to each of your Drifloon and Drifblim. (Don't apply Weakness and Resistance for Benched Pokémon.);;;;;Darkness;Fighting;2;SVP;135;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_135_R_EN_LG.png
Bouffalant;Basic;Colorless;100;;Curly Wall;As long as you have at least 1 other Bouffalant in play, all of your Basic [C] Pokémon take 60 less damage from attacks from your opponent's Pokémon (after applying Weakness and Resistance). The effect of Curly Wall doesn't stack.;CCC;Boundless Power ;130;During your next turn, this Pokémon can't attack.;;;;;Fighting;;2;SVP;136;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_136_R_EN_LG.png
Horsea;Basic;Water;60;;;;W;Hook ;20;;;;;;Lightning;;1;SVP;137;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_137_R_EN_LG.png
Porygon2;Stage 1;Colorless;90;Porygon;;;C;Powered Ball ;50;Discard an Energy from this Pokémon.;;;;;Fighting;;1;SVP;138;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_138_R_EN_LG.png
Latias;Basic;Psychic;110;;Mist Float;If this Pokémon has any [P] Energy attached, it has no Retreat Cost.;PPC;Psychic Sphere ;100;;;;;;Darkness;Fighting;2;SVP;139;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_139_R_EN_LG.png
Tinkaton;Stage 2;Psychic;140;Tinkatuff;;;P;Knock Off ;40;Discard a random card from your opponent's hand.;PCC;Wild Press ;220;This Pokémon also does 60 damage to itself.;Metal;;2;SVP;140;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_140_R_EN_LG.png
Noctowl;Stage 1;Colorless;100;Hoothoot;Jewel Seeker;Once during your turn, when you play this Pokémon from your hand to evolve 1 of your Pokémon, if you have any Tera Pokémon in play, you may search your deck for up to 2 Trainer cards, reveal them, and put them into your hand. Then, shuffle your deck.;CC;Speed Wing ;60;;;;;;Lightning;Fighting;1;SVP;141;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_141_R_EN_LG.png
Victini ex;Basic;Fire;190;;;;R;Strafe ;30;You may switch this Pokémon with 1 of your Benched Pokémon.;RRC;Victory Flame ;220;During your next turn, this Pokémon can't attack.;Water;;1;SVP;142;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_142_R_EN_LG.png
Miraidon ex;Basic;Lightning;220;;;;L;Rapid Draw ;20;Draw 2 cards.;LLL;Techno Turbo ;150;Attach a Basic [L] Energy card from your discard pile to 1 of your Benched Pokémon.;Fighting;;0;SVP;143;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_143_R_EN_LG.png
Gouging Fire ex;Basic;Fire;230;;;;RC;Heat Blast ;60;;RRC;Blaze Blitz ;260;This Pokémon can't use Blaze Blitz again until it leaves the Active Spot.;Water;;2;SVP;144;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_144_R_EN_LG.png
Raging Bolt ex;Basic;Dragon;240;;;;C;Burst Roar;;Discard your hand and draw 6 cards.;LF;Bellowing Thunder ;70×;You may discard any amount of Basic Energy from your Pokémon. This attack does 70 damage for each card you discarded in this way.;;;3;SVP;145;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_145_R_EN_LG.png
Iron Crown ex;Basic;Psychic;220;;Cobalt Command;Attacks used by your Future Pokémon, except any Iron Crown ex, do 20 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance).;PCC;Twin Shotels;;This attack does 50 damage to 2 of your opponent's Pokémon. This attack's damage isn't affected by Weakness or Resistance, or by any effects on those Pokémon.;;;;;Darkness;Fighting;2;SVP;146;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_146_R_EN_LG.png
Iron Boulder ex;Basic;Fighting;240;;;;FC;Repulsor Axe ;60;During your opponent's next turn, if this Pokémon is damaged by an attack (even if it is Knocked Out), put 8 damage counters on the Attacking Pokémon.;FFC;Power Stomp ;200;Discard 2 Energy from this Pokémon.;Grass;;3;SVP;147;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_147_R_EN_LG.png
Miraidon;Basic;Lightning;120;;;;L;Electric Claws ;30;;LL;Mach Bolt ;60;;Fighting;;1;SVP;148;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_148_R_EN_LG.png
Pecharunt;Basic;Darkness;80;;Toxic Subjugation;As long as this Pokémon is in the Active Spot, put 5 more damage counters on your opponent's Poisoned Pokémon during Pokémon Checkup.;DC;Poison Chain ;10;Your opponent's Active Pokémon is now Poisoned. During your opponent's next turn, that Pokémon can't retreat.;;;;;Fighting;;1;SVP;149;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_149_R_EN_LG.png
Paradise Resort;Trainer - Stadium;;;;;The Retreat Cost of each Psyduck in play (both yours and your opponent's) is [C] less.;;;;;;;;;;;;SVP;150;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_150_R_EN_LG.png
Gouging Fire;Basic;Fire;130;;;;R;Lunge Out ;30;;RRC;Blazing Charge ;100+;If your opponent has 4 or fewer Prize cards remaining, this attack does 70 more damage.;Water;;2;SVP;151;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_151_R_EN_LG.png
Chien-Pao;Basic;Water;120;;Snow Sink;When you play this Pokémon from your hand onto your Bench during your turn, you may discard a Stadium in play.;WWC;Icicle Loop ;120;Put an Energy attached to this Pokémon into your hand.;;;;;Metal;;1;SVP;152;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_152_R_EN_LG.png
Magneton;Stage 1;Lightning;100;Magnemite;Overvolt Discharge;Once during your turn, you may attach up to 3 Basic Energy cards from your discard pile to your [L] Pokémon in any way you like. If you use this Ability, this Pokémon is Knocked Out.;LC;Electric Ball ;40;;;;;;Fighting;;1;SVP;153;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_153_R_EN_LG.png
Indeedee;Basic;Psychic;100;;Obliging Heal;When you play this Pokémon from your hand onto your Bench during your turn, you may heal 30 damage from your Active Pokémon and have it recover from a Special Condition.;PC;Super Psy Bolt ;50;;;;;;Darkness;Fighting;1;SVP;154;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_154_R_EN_LG.png
Wooper;Basic;Water;60;;;;W;Scoop Water;;Shuffle up to 3 Basic [W] Energy cards from your discard pile into your deck.;W;Headbutt ;10;;Lightning;;1;SVP;155;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_155_R_EN_LG.png
Quagsire;Stage 1;Water;120;Wooper;;;W;Rollout ;30;;WCC;Drenched Headbutt ;80×;Discard the top 3 cards of your deck. This attack does 80 damage for each Energy card you discarded in this way.;Lightning;;3;SVP;156;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_156_R_EN_LG.png
Zapdos;Basic;Lightning;110;;;;LC;Follow-Up Bolt ;20+;This attack does 10 more damage for each damage counter on your opponent's Active Pokémon.;LCC;Drill Peck ;80;;Lightning;Fighting;1;SVP;157;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_157_R_EN_LG.png
Pachirisu;Basic;Lightning;70;;;;C;Crackling Charge;;Flip 3 coins. Attach a number of Basic [L] Energy cards up to the number of heads from your discard pile to your Benched Pokémon in any way you like.;LC;Tiny Bolt ;30;;Fighting;;1;SVP;158;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_158_R_EN_LG.png
Magneton;Stage 1;Lightning;100;Magnemite;Overvolt Discharge;Once during your turn, you may attach up to 3 Basic Energy cards from your discard pile to your [L] Pokémon in any way you like. If you use this Ability, this Pokémon is Knocked Out.;LC;Electric Ball ;40;;;;;;Fighting;;1;SVP;159;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_159_R_EN_LG.png
Squawkabilly ex;Basic;Colorless;160;;Squawk and Seize;Once during your first turn, you may discard your hand and draw 6 cards. You can't use more than 1 Squawk and Seize Ability during your turn.;C;Motivate ;20;Attach up to 2 Basic Energy cards from your discard pile to 1 of your Benched Pokémon.;;;;;Lightning;Fighting;1;SVP;160;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_160_R_EN_LG.png
Charizard ex;Stage 2;Fire;330;Charmeleon;;;R;Brave Wing ;60+;If this Pokémon has any damage counters on it, this attack does 100 more damage.;RRRR;Explosive Vortex ;330;Discard 3 Energy from this Pokémon.;Water;;2;SVP;161;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_161_R_EN_LG.png
Houndstone ex;Stage 1;Psychic;260;Greavard;;;PCC;Horrifying Fang ;100+;Flip a coin until you get tails. This attack does 20 more damage for each heads.;;;;;Darkness;Fighting;3;SVP;162;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_162_R_EN_LG.png
Cinderace ex;Stage 2;Fire;320;Raboot;Tera;As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent’s).;RCC;Flare Strike ;280;During your next turn, this Pokémon can't use Flare Strike.;RFD;Garnet Volley;;This attack does 180 damage to 1 of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.);Water;;0;SVP;163;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_163_R_EN_LG.png
Lapras ex;Basic;Water;220;;Tera;As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent’s).;W;Power Splash ;40×;This attack does 40 damage for each Energy attached to this Pokémon.;WPM;Larimar Rain;;Look at the top 20 cards of your deck and attach any number of Energy cards you find there to your Pokémon in any way you like. Shuffle the other cards back into your deck.;Metal;;2;SVP;164;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_164_R_EN_LG.png
Terapagos ex;Basic;Colorless;230;;Tera;As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent’s).;CC;Unified Beatdown ;30×;If you go second, you can't use this attack during your first turn. This attack does 30 damage for each of your Benched Pokémon.;GWL;Crown Opal ;180;During your opponent's next turn, prevent all damage done to this Pokémon by attacks from Basic non-[C] Pokémon.;Fighting;;2;SVP;165;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_165_R_EN_LG.png
Scyther;Basic;Grass;90;;;;C;Cut Up ;10;;CC;Slashing Strike ;60;During your next turn, this Pokémon can't use Slashing Strike.;Fire;;1;TEF;1;H;Temporal Forces (TEF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/TEF/TEF_001_R_EN_LG.png
Pineco;Basic;Grass;70;;;;CCC;Ram ;50;;;;;;Fire;;2;TEF;2;H;Temporal Forces (TEF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/TEF/TEF_002_R_EN_LG.png
Seedot;Basic;Grass;60;;;;G;Rigidify;;During your opponent's next turn, this Pokémon takes 30 less damage from attacks (after applying Weakness and Resistance).;CC;Hang Down ;20;;Fire;;1;TEF;3;H;Temporal Forces (TEF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/TEF/TEF_003_R_EN_LG.png
Nuzleaf;Stage 1;Grass;90;Seedot;;;G;Corkscrew Punch ;20;;CC;Comet Slap ;30×;Flip 3 coins. This attack does 30 damage for each heads.;Fire;;1;TEF;4;H;Temporal Forces (TEF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/TEF/TEF_004_R_EN_LG.png
Shiftry;Stage 2;Grass;150;Nuzleaf;;;G;Expelling Tornado;;Choose 3 of your opponent's Benched Pokémon. If you do, shuffle all of your opponent's Benched Pokémon that you didn't choose, and all cards attached to those Pokémon, into their deck.;CC;Energy Loop ;140;Put an Energy attached to this Pokémon into your hand.;Fire;;2;TEF;5;H;Temporal Forces (TEF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/TEF/TEF_005_R_EN_LG.png
Shroomish;Basic;Grass;60;;;;C;Double Headbutt ;10×;Flip 2 coins. This attack does 10 damage for each heads.;GC;Seed Bomb ;20;;Fire;;1;TEF;6;H;Temporal Forces (TEF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/TEF/TEF_006_R_EN_LG.png
Breloom;Stage 1;Grass;120;Shroomish;;;C;Punch ;30;;GC;Knuckle Impact ;120;During your next turn, this Pokémon can't attack.;Fire;;1;TEF;7;H;Temporal Forces (TEF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/TEF/TEF_007_R_EN_LG.png
Roselia;Basic;Grass;60;;Poison Point;If this Pokémon is in the Active Spot and is damaged by an attack from your opponent's Pokémon (even if this Pokémon is Knocked Out), the Attacking Pokémon is now Poisoned.;C;Leaf Step ;10;;;;;;Fire;;1;TEF;8;H;Temporal Forces (TEF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/TEF/TEF_008_R_EN_LG.png
Roserade;Stage 1;Grass;130;Roselia;Poison Point;If this Pokémon is in the Active Spot and is damaged by an attack from your opponent's Pokémon (even if this Pokémon is Knocked Out), the Attacking Pokémon is now Poisoned.;CC;Bind Down ;70;During your opponent's next turn, the Defending Pokémon can't retreat.;;;;;Fire;;2;TEF;9;H;Temporal Forces (TEF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/TEF/TEF_009_R_EN_LG.png
Turtwig;Basic;Grass;80;;Solid Shell;This Pokémon takes 20 less damage from attacks (after applying Weakness and Resistance).;GCC;Leafage ;30;;;;;;Fire;;3;TEF;10;H;Temporal Forces (TEF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/TEF/TEF_010_R_EN_LG.png
Grotle;Stage 1;Grass;120;Turtwig;;;G;Cut ;20;;GCC;Ramming Shell ;50;During your opponent's next turn, this Pokémon takes 20 less damage from attacks (after applying Weakness and Resistance).;Fire;;4;TEF;11;H;Temporal Forces (TEF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/TEF/TEF_011_R_EN_LG.png
Torterra ex;Stage 2;Grass;340;Grotle;;;G;Forest March ;30×;This attack does 30 damage for each of your [G] Pokémon in play.;GCC;Jungle Hammer ;150;Heal 50 damage from this Pokémon.;Fire;;4;TEF;12;H;Temporal Forces (TEF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/TEF/TEF_012_R_EN_LG.png
Shaymin;Basic;Grass;70;;;;G;Pinpoint Dive;;This attack does 60 damage to 1 of your opponent's Benched Pokémon ex or Benched Pokémon V. (Don't apply Weakness and Resistance for Benched Pokémon.);CC;Rear Kick ;50;;Fire;;0;TEF;13;H;Temporal Forces (TEF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/TEF/TEF_013_R_EN_LG.png
Cottonee;Basic;Grass;60;;;;G;Triple Spin ;10×;Flip 3 coins. This attack does 10 damage for each heads.;;;;;Fire;;1;TEF;14;H;Temporal Forces (TEF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/TEF/TEF_014_R_EN_LG.png
Whimsicott;Stage 1;Grass;100;Cottonee;Wafting Heal;When you play this Pokémon from your hand to evolve 1 of your Pokémon during your turn, you may heal all damage from your Active [G] Pokémon. If you healed any damage in this way, discard all Energy from that Pokémon.;G;Seed Bomb ;40;;;;;;Fire;;1;TEF;15;H;Temporal Forces (TEF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/TEF/TEF_015_R_EN_LG.png
Deerling;Basic;Grass;70;;;;C;Flop ;10;;GCC;Leaf Litter Tackle ;40;Discard a [G] Energy from this Pokémon.;Fire;;1;TEF;16;H;Temporal Forces (TEF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/TEF/TEF_016_R_EN_LG.png
Sawsbuck;Stage 1;Grass;130;Deerling;Changing Seasons;Once during your turn, you may search your deck for a Stadium card, reveal it, and put it into your hand. Then, shuffle your deck.;GCC;Superpowered Horns ;110;;;;;;Fire;;2;TEF;17;H;Temporal Forces (TEF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/TEF/TEF_017_R_EN_LG.png
Grubbin;Basic;Grass;70;;;;C;Flock;;Search your deck for up to 2 Grubbin and put them onto your Bench. Then, shuffle your deck.;CC;Vise Grip ;10;;Fire;;1;TEF;18;H;Temporal Forces (TEF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/TEF/TEF_018_R_EN_LG.png
Dhelmise;Basic;Grass;130;;;;CC;Spinning Attack ;30;;GGC;Steel Anchor ;80+;If you have any [M] Pokémon on your Bench, this attack does 80 more damage.;Fire;;3;TEF;19;H;Temporal Forces (TEF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/TEF/TEF_019_R_EN_LG.png
Bramblin;Basic;Grass;50;;;;CC;Spike Sting ;30;;;;;;Fire;;1;TEF;20;H;Temporal Forces (TEF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/TEF/TEF_020_R_EN_LG.png
Brambleghast;Stage 1;Grass;100;Bramblin;Resilient Soul;This Pokémon gets +50 HP for each Prize card your opponent has taken.;GCC;Powerful Needles ;80×;Flip a coin for each Energy attached to this Pokémon. This attack does 80 damage for each heads.;;;;;Fire;;3;TEF;21;H;Temporal Forces (TEF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/TEF/TEF_021_R_EN_LG.png
Scovillain ex;Stage 1;Grass;260;Capsakid;;;C;Chili Snapper Bind;;Your opponent's Active Pokémon is now Burned. During your opponent's next turn, that Pokémon can't retreat.;GG;Two-Headed Crushing ;140;Discard a random card from your opponent's hand. Discard the top card of your opponent's deck.;Fire;;2;TEF;22;G;Temporal Forces (TEF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/TEF/TEF_022_R_EN_LG.png
Rellor;Basic;Grass;50;;;;C;Slight Intrusion ;30;This Pokémon also does 10 damage to itself.;;;;;Fire;;1;TEF;23;H;Temporal Forces (TEF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/TEF/TEF_023_R_EN_LG.png
